iso_code,continent,location,date,total_cases,new_cases
AIA,North America,Anguilla,2/4/2021,NA,NA
AIA,North America,Anguilla,2/5/2021,NA,NA
AIA,North America,Anguilla,2/6/2021,NA,NA
AIA,North America,Anguilla,2/7/2021,NA,NA
AIA,North America,Anguilla,2/8/2021,NA,NA
AIA,North America,Anguilla,2/9/2021,NA,NA
AIA,North America,Anguilla,2/10/2021,NA,NA
AIA,North America,Anguilla,2/11/2021,NA,NA
AIA,North America,Anguilla,2/12/2021,NA,NA
AIA,North America,Anguilla,2/13/2021,NA,NA
AIA,North America,Anguilla,2/14/2021,NA,NA
AIA,North America,Anguilla,2/15/2021,NA,NA
AIA,North America,Anguilla,2/16/2021,NA,NA
AIA,North America,Anguilla,2/17/2021,NA,NA
AIA,North America,Anguilla,2/18/2021,NA,NA
AIA,North America,Anguilla,2/19/2021,NA,NA
AIA,North America,Anguilla,2/20/2021,NA,NA
AIA,North America,Anguilla,2/21/2021,NA,NA
AIA,North America,Anguilla,2/22/2021,NA,NA
AIA,North America,Anguilla,2/23/2021,NA,NA
AIA,North America,Anguilla,2/24/2021,NA,NA
AIA,North America,Anguilla,2/25/2021,NA,NA
AIA,North America,Anguilla,2/26/2021,NA,NA
AIA,North America,Anguilla,2/27/2021,NA,NA
AIA,North America,Anguilla,2/28/2021,NA,NA
AIA,North America,Anguilla,3/1/2021,NA,NA
AIA,North America,Anguilla,3/2/2021,NA,NA
AIA,North America,Anguilla,3/3/2021,NA,NA
AIA,North America,Anguilla,3/4/2021,NA,NA
AIA,North America,Anguilla,3/5/2021,NA,NA
AIA,North America,Anguilla,3/6/2021,NA,NA
AIA,North America,Anguilla,3/7/2021,NA,NA
AIA,North America,Anguilla,3/8/2021,NA,NA
AIA,North America,Anguilla,3/9/2021,NA,NA
AIA,North America,Anguilla,3/10/2021,NA,NA
AIA,North America,Anguilla,3/11/2021,NA,NA
AIA,North America,Anguilla,3/12/2021,NA,NA
AIA,North America,Anguilla,3/13/2021,NA,NA
AIA,North America,Anguilla,3/14/2021,NA,NA
AIA,North America,Anguilla,3/15/2021,NA,NA
AIA,North America,Anguilla,3/16/2021,NA,NA
AIA,North America,Anguilla,3/17/2021,NA,NA
AIA,North America,Anguilla,3/18/2021,NA,NA
AIA,North America,Anguilla,3/19/2021,NA,NA
ATG,North America,Antigua and Barbuda,3/13/2020,1,1
ATG,North America,Antigua and Barbuda,3/14/2020,1,0
ATG,North America,Antigua and Barbuda,3/15/2020,1,0
ATG,North America,Antigua and Barbuda,3/16/2020,1,0
ATG,North America,Antigua and Barbuda,3/17/2020,1,0
ATG,North America,Antigua and Barbuda,3/18/2020,1,0
ATG,North America,Antigua and Barbuda,3/19/2020,1,0
ATG,North America,Antigua and Barbuda,3/20/2020,1,0
ATG,North America,Antigua and Barbuda,3/21/2020,1,0
ATG,North America,Antigua and Barbuda,3/22/2020,1,0
ATG,North America,Antigua and Barbuda,3/23/2020,3,2
ATG,North America,Antigua and Barbuda,3/24/2020,3,0
ATG,North America,Antigua and Barbuda,3/25/2020,3,0
ATG,North America,Antigua and Barbuda,3/26/2020,7,4
ATG,North America,Antigua and Barbuda,3/27/2020,7,0
ATG,North America,Antigua and Barbuda,3/28/2020,7,0
ATG,North America,Antigua and Barbuda,3/29/2020,7,0
ATG,North America,Antigua and Barbuda,3/30/2020,7,0
ATG,North America,Antigua and Barbuda,3/31/2020,7,0
ATG,North America,Antigua and Barbuda,4/1/2020,7,0
ATG,North America,Antigua and Barbuda,4/2/2020,9,2
ATG,North America,Antigua and Barbuda,4/3/2020,15,6
ATG,North America,Antigua and Barbuda,4/4/2020,15,0
ATG,North America,Antigua and Barbuda,4/5/2020,15,0
ATG,North America,Antigua and Barbuda,4/6/2020,15,0
ATG,North America,Antigua and Barbuda,4/7/2020,19,4
ATG,North America,Antigua and Barbuda,4/8/2020,19,0
ATG,North America,Antigua and Barbuda,4/9/2020,19,0
ATG,North America,Antigua and Barbuda,4/10/2020,19,0
ATG,North America,Antigua and Barbuda,4/11/2020,21,2
ATG,North America,Antigua and Barbuda,4/12/2020,21,0
ATG,North America,Antigua and Barbuda,4/13/2020,23,2
ATG,North America,Antigua and Barbuda,4/14/2020,23,0
ATG,North America,Antigua and Barbuda,4/15/2020,23,0
ATG,North America,Antigua and Barbuda,4/16/2020,23,0
ATG,North America,Antigua and Barbuda,4/17/2020,23,0
ATG,North America,Antigua and Barbuda,4/18/2020,23,0
ATG,North America,Antigua and Barbuda,4/19/2020,23,0
ATG,North America,Antigua and Barbuda,4/20/2020,23,0
ATG,North America,Antigua and Barbuda,4/21/2020,23,0
ATG,North America,Antigua and Barbuda,4/22/2020,24,1
ATG,North America,Antigua and Barbuda,4/23/2020,24,0
ATG,North America,Antigua and Barbuda,4/24/2020,24,0
ATG,North America,Antigua and Barbuda,4/25/2020,24,0
ATG,North America,Antigua and Barbuda,4/26/2020,24,0
ATG,North America,Antigua and Barbuda,4/27/2020,24,0
ATG,North America,Antigua and Barbuda,4/28/2020,24,0
ATG,North America,Antigua and Barbuda,4/29/2020,24,0
ATG,North America,Antigua and Barbuda,4/30/2020,24,0
ATG,North America,Antigua and Barbuda,5/1/2020,25,1
ATG,North America,Antigua and Barbuda,5/2/2020,25,0
ATG,North America,Antigua and Barbuda,5/3/2020,25,0
ATG,North America,Antigua and Barbuda,5/4/2020,25,0
ATG,North America,Antigua and Barbuda,5/5/2020,25,0
ATG,North America,Antigua and Barbuda,5/6/2020,25,0
ATG,North America,Antigua and Barbuda,5/7/2020,25,0
ATG,North America,Antigua and Barbuda,5/8/2020,25,0
ATG,North America,Antigua and Barbuda,5/9/2020,25,0
ATG,North America,Antigua and Barbuda,5/10/2020,25,0
ATG,North America,Antigua and Barbuda,5/11/2020,25,0
ATG,North America,Antigua and Barbuda,5/12/2020,25,0
ATG,North America,Antigua and Barbuda,5/13/2020,25,0
ATG,North America,Antigua and Barbuda,5/14/2020,25,0
ATG,North America,Antigua and Barbuda,5/15/2020,25,0
ATG,North America,Antigua and Barbuda,5/16/2020,25,0
ATG,North America,Antigua and Barbuda,5/17/2020,25,0
ATG,North America,Antigua and Barbuda,5/18/2020,25,0
ATG,North America,Antigua and Barbuda,5/19/2020,25,0
ATG,North America,Antigua and Barbuda,5/20/2020,25,0
ATG,North America,Antigua and Barbuda,5/21/2020,25,0
ATG,North America,Antigua and Barbuda,5/22/2020,25,0
ATG,North America,Antigua and Barbuda,5/23/2020,25,0
ATG,North America,Antigua and Barbuda,5/24/2020,25,0
ATG,North America,Antigua and Barbuda,5/25/2020,25,0
ATG,North America,Antigua and Barbuda,5/26/2020,25,0
ATG,North America,Antigua and Barbuda,5/27/2020,25,0
ATG,North America,Antigua and Barbuda,5/28/2020,25,0
ATG,North America,Antigua and Barbuda,5/29/2020,25,0
ATG,North America,Antigua and Barbuda,5/30/2020,25,0
ATG,North America,Antigua and Barbuda,5/31/2020,26,1
ATG,North America,Antigua and Barbuda,6/1/2020,26,0
ATG,North America,Antigua and Barbuda,6/2/2020,26,0
ATG,North America,Antigua and Barbuda,6/3/2020,26,0
ATG,North America,Antigua and Barbuda,6/4/2020,26,0
ATG,North America,Antigua and Barbuda,6/5/2020,26,0
ATG,North America,Antigua and Barbuda,6/6/2020,26,0
ATG,North America,Antigua and Barbuda,6/7/2020,26,0
ATG,North America,Antigua and Barbuda,6/8/2020,26,0
ATG,North America,Antigua and Barbuda,6/9/2020,26,0
ATG,North America,Antigua and Barbuda,6/10/2020,26,0
ATG,North America,Antigua and Barbuda,6/11/2020,26,0
ATG,North America,Antigua and Barbuda,6/12/2020,26,0
ATG,North America,Antigua and Barbuda,6/13/2020,26,0
ATG,North America,Antigua and Barbuda,6/14/2020,26,0
ATG,North America,Antigua and Barbuda,6/15/2020,26,0
ATG,North America,Antigua and Barbuda,6/16/2020,26,0
ATG,North America,Antigua and Barbuda,6/17/2020,26,0
ATG,North America,Antigua and Barbuda,6/18/2020,26,0
ATG,North America,Antigua and Barbuda,6/19/2020,26,0
ATG,North America,Antigua and Barbuda,6/20/2020,26,0
ATG,North America,Antigua and Barbuda,6/21/2020,26,0
ATG,North America,Antigua and Barbuda,6/22/2020,26,0
ATG,North America,Antigua and Barbuda,6/23/2020,26,0
ATG,North America,Antigua and Barbuda,6/24/2020,26,0
ATG,North America,Antigua and Barbuda,6/25/2020,65,39
ATG,North America,Antigua and Barbuda,6/26/2020,65,0
ATG,North America,Antigua and Barbuda,6/27/2020,65,0
ATG,North America,Antigua and Barbuda,6/28/2020,69,4
ATG,North America,Antigua and Barbuda,6/29/2020,69,0
ATG,North America,Antigua and Barbuda,6/30/2020,69,0
ATG,North America,Antigua and Barbuda,7/1/2020,69,0
ATG,North America,Antigua and Barbuda,7/2/2020,69,0
ATG,North America,Antigua and Barbuda,7/3/2020,68,-1
ATG,North America,Antigua and Barbuda,7/4/2020,68,0
ATG,North America,Antigua and Barbuda,7/5/2020,68,0
ATG,North America,Antigua and Barbuda,7/6/2020,70,2
ATG,North America,Antigua and Barbuda,7/7/2020,70,0
ATG,North America,Antigua and Barbuda,7/8/2020,70,0
ATG,North America,Antigua and Barbuda,7/9/2020,73,3
ATG,North America,Antigua and Barbuda,7/10/2020,74,1
ATG,North America,Antigua and Barbuda,7/11/2020,74,0
ATG,North America,Antigua and Barbuda,7/12/2020,74,0
ATG,North America,Antigua and Barbuda,7/13/2020,74,0
ATG,North America,Antigua and Barbuda,7/14/2020,74,0
ATG,North America,Antigua and Barbuda,7/15/2020,74,0
ATG,North America,Antigua and Barbuda,7/16/2020,74,0
ATG,North America,Antigua and Barbuda,7/17/2020,76,2
ATG,North America,Antigua and Barbuda,7/18/2020,76,0
ATG,North America,Antigua and Barbuda,7/19/2020,76,0
ATG,North America,Antigua and Barbuda,7/20/2020,76,0
ATG,North America,Antigua and Barbuda,7/21/2020,76,0
ATG,North America,Antigua and Barbuda,7/22/2020,76,0
ATG,North America,Antigua and Barbuda,7/23/2020,76,0
ATG,North America,Antigua and Barbuda,7/24/2020,82,6
ATG,North America,Antigua and Barbuda,7/25/2020,82,0
ATG,North America,Antigua and Barbuda,7/26/2020,82,0
ATG,North America,Antigua and Barbuda,7/27/2020,86,4
ATG,North America,Antigua and Barbuda,7/28/2020,86,0
ATG,North America,Antigua and Barbuda,7/29/2020,91,5
ATG,North America,Antigua and Barbuda,7/30/2020,91,0
ATG,North America,Antigua and Barbuda,7/31/2020,91,0
ATG,North America,Antigua and Barbuda,8/1/2020,91,0
ATG,North America,Antigua and Barbuda,8/2/2020,91,0
ATG,North America,Antigua and Barbuda,8/3/2020,92,1
ATG,North America,Antigua and Barbuda,8/4/2020,92,0
ATG,North America,Antigua and Barbuda,8/5/2020,92,0
ATG,North America,Antigua and Barbuda,8/6/2020,92,0
ATG,North America,Antigua and Barbuda,8/7/2020,92,0
ATG,North America,Antigua and Barbuda,8/8/2020,92,0
ATG,North America,Antigua and Barbuda,8/9/2020,92,0
ATG,North America,Antigua and Barbuda,8/10/2020,92,0
ATG,North America,Antigua and Barbuda,8/11/2020,92,0
ATG,North America,Antigua and Barbuda,8/12/2020,92,0
ATG,North America,Antigua and Barbuda,8/13/2020,92,0
ATG,North America,Antigua and Barbuda,8/14/2020,93,1
ATG,North America,Antigua and Barbuda,8/15/2020,93,0
ATG,North America,Antigua and Barbuda,8/16/2020,93,0
ATG,North America,Antigua and Barbuda,8/17/2020,93,0
ATG,North America,Antigua and Barbuda,8/18/2020,93,0
ATG,North America,Antigua and Barbuda,8/19/2020,94,1
ATG,North America,Antigua and Barbuda,8/20/2020,94,0
ATG,North America,Antigua and Barbuda,8/21/2020,94,0
ATG,North America,Antigua and Barbuda,8/22/2020,94,0
ATG,North America,Antigua and Barbuda,8/23/2020,94,0
ATG,North America,Antigua and Barbuda,8/24/2020,94,0
ATG,North America,Antigua and Barbuda,8/25/2020,94,0
ATG,North America,Antigua and Barbuda,8/26/2020,94,0
ATG,North America,Antigua and Barbuda,8/27/2020,94,0
ATG,North America,Antigua and Barbuda,8/28/2020,94,0
ATG,North America,Antigua and Barbuda,8/29/2020,94,0
ATG,North America,Antigua and Barbuda,8/30/2020,94,0
ATG,North America,Antigua and Barbuda,8/31/2020,94,0
ATG,North America,Antigua and Barbuda,9/1/2020,94,0
ATG,North America,Antigua and Barbuda,9/2/2020,94,0
ATG,North America,Antigua and Barbuda,9/3/2020,95,1
ATG,North America,Antigua and Barbuda,9/4/2020,95,0
ATG,North America,Antigua and Barbuda,9/5/2020,95,0
ATG,North America,Antigua and Barbuda,9/6/2020,95,0
ATG,North America,Antigua and Barbuda,9/7/2020,95,0
ATG,North America,Antigua and Barbuda,9/8/2020,95,0
ATG,North America,Antigua and Barbuda,9/9/2020,95,0
ATG,North America,Antigua and Barbuda,9/10/2020,95,0
ATG,North America,Antigua and Barbuda,9/11/2020,95,0
ATG,North America,Antigua and Barbuda,9/12/2020,95,0
ATG,North America,Antigua and Barbuda,9/13/2020,95,0
ATG,North America,Antigua and Barbuda,9/14/2020,95,0
ATG,North America,Antigua and Barbuda,9/15/2020,95,0
ATG,North America,Antigua and Barbuda,9/16/2020,95,0
ATG,North America,Antigua and Barbuda,9/17/2020,95,0
ATG,North America,Antigua and Barbuda,9/18/2020,95,0
ATG,North America,Antigua and Barbuda,9/19/2020,96,1
ATG,North America,Antigua and Barbuda,9/20/2020,96,0
ATG,North America,Antigua and Barbuda,9/21/2020,96,0
ATG,North America,Antigua and Barbuda,9/22/2020,96,0
ATG,North America,Antigua and Barbuda,9/23/2020,97,1
ATG,North America,Antigua and Barbuda,9/24/2020,97,0
ATG,North America,Antigua and Barbuda,9/25/2020,98,1
ATG,North America,Antigua and Barbuda,9/26/2020,98,0
ATG,North America,Antigua and Barbuda,9/27/2020,101,3
ATG,North America,Antigua and Barbuda,9/28/2020,101,0
ATG,North America,Antigua and Barbuda,9/29/2020,101,0
ATG,North America,Antigua and Barbuda,9/30/2020,101,0
ATG,North America,Antigua and Barbuda,10/1/2020,101,0
ATG,North America,Antigua and Barbuda,10/2/2020,106,5
ATG,North America,Antigua and Barbuda,10/3/2020,107,1
ATG,North America,Antigua and Barbuda,10/4/2020,107,0
ATG,North America,Antigua and Barbuda,10/5/2020,107,0
ATG,North America,Antigua and Barbuda,10/6/2020,107,0
ATG,North America,Antigua and Barbuda,10/7/2020,108,1
ATG,North America,Antigua and Barbuda,10/8/2020,111,3
ATG,North America,Antigua and Barbuda,10/9/2020,111,0
ATG,North America,Antigua and Barbuda,10/10/2020,111,0
ATG,North America,Antigua and Barbuda,10/11/2020,111,0
ATG,North America,Antigua and Barbuda,10/12/2020,111,0
ATG,North America,Antigua and Barbuda,10/13/2020,111,0
ATG,North America,Antigua and Barbuda,10/14/2020,112,1
ATG,North America,Antigua and Barbuda,10/15/2020,112,0
ATG,North America,Antigua and Barbuda,10/16/2020,112,0
ATG,North America,Antigua and Barbuda,10/17/2020,119,7
ATG,North America,Antigua and Barbuda,10/18/2020,119,0
ATG,North America,Antigua and Barbuda,10/19/2020,119,0
ATG,North America,Antigua and Barbuda,10/20/2020,119,0
ATG,North America,Antigua and Barbuda,10/21/2020,122,3
ATG,North America,Antigua and Barbuda,10/22/2020,122,0
ATG,North America,Antigua and Barbuda,10/23/2020,122,0
ATG,North America,Antigua and Barbuda,10/24/2020,124,2
ATG,North America,Antigua and Barbuda,10/25/2020,124,0
ATG,North America,Antigua and Barbuda,10/26/2020,124,0
ATG,North America,Antigua and Barbuda,10/27/2020,124,0
ATG,North America,Antigua and Barbuda,10/28/2020,124,0
ATG,North America,Antigua and Barbuda,10/29/2020,124,0
ATG,North America,Antigua and Barbuda,10/30/2020,127,3
ATG,North America,Antigua and Barbuda,10/31/2020,128,1
ATG,North America,Antigua and Barbuda,11/1/2020,128,0
ATG,North America,Antigua and Barbuda,11/2/2020,128,0
ATG,North America,Antigua and Barbuda,11/3/2020,128,0
ATG,North America,Antigua and Barbuda,11/4/2020,130,2
ATG,North America,Antigua and Barbuda,11/5/2020,130,0
ATG,North America,Antigua and Barbuda,11/6/2020,130,0
ATG,North America,Antigua and Barbuda,11/7/2020,131,1
ATG,North America,Antigua and Barbuda,11/8/2020,131,0
ATG,North America,Antigua and Barbuda,11/9/2020,131,0
ATG,North America,Antigua and Barbuda,11/10/2020,131,0
ATG,North America,Antigua and Barbuda,11/11/2020,131,0
ATG,North America,Antigua and Barbuda,11/12/2020,131,0
ATG,North America,Antigua and Barbuda,11/13/2020,133,2
ATG,North America,Antigua and Barbuda,11/14/2020,134,1
ATG,North America,Antigua and Barbuda,11/15/2020,134,0
ATG,North America,Antigua and Barbuda,11/16/2020,134,0
ATG,North America,Antigua and Barbuda,11/17/2020,134,0
ATG,North America,Antigua and Barbuda,11/18/2020,139,5
ATG,North America,Antigua and Barbuda,11/19/2020,139,0
ATG,North America,Antigua and Barbuda,11/20/2020,139,0
ATG,North America,Antigua and Barbuda,11/21/2020,139,0
ATG,North America,Antigua and Barbuda,11/22/2020,139,0
ATG,North America,Antigua and Barbuda,11/23/2020,139,0
ATG,North America,Antigua and Barbuda,11/24/2020,139,0
ATG,North America,Antigua and Barbuda,11/25/2020,140,1
ATG,North America,Antigua and Barbuda,11/26/2020,141,1
ATG,North America,Antigua and Barbuda,11/27/2020,141,0
ATG,North America,Antigua and Barbuda,11/28/2020,141,0
ATG,North America,Antigua and Barbuda,11/29/2020,141,0
ATG,North America,Antigua and Barbuda,11/30/2020,141,0
ATG,North America,Antigua and Barbuda,12/1/2020,142,1
ATG,North America,Antigua and Barbuda,12/2/2020,144,2
ATG,North America,Antigua and Barbuda,12/3/2020,144,0
ATG,North America,Antigua and Barbuda,12/4/2020,144,0
ATG,North America,Antigua and Barbuda,12/5/2020,144,0
ATG,North America,Antigua and Barbuda,12/6/2020,144,0
ATG,North America,Antigua and Barbuda,12/7/2020,146,2
ATG,North America,Antigua and Barbuda,12/8/2020,146,0
ATG,North America,Antigua and Barbuda,12/9/2020,146,0
ATG,North America,Antigua and Barbuda,12/10/2020,146,0
ATG,North America,Antigua and Barbuda,12/11/2020,147,1
ATG,North America,Antigua and Barbuda,12/12/2020,148,1
ATG,North America,Antigua and Barbuda,12/13/2020,148,0
ATG,North America,Antigua and Barbuda,12/14/2020,148,0
ATG,North America,Antigua and Barbuda,12/15/2020,148,0
ATG,North America,Antigua and Barbuda,12/16/2020,151,3
ATG,North America,Antigua and Barbuda,12/17/2020,151,0
ATG,North America,Antigua and Barbuda,12/18/2020,152,1
ATG,North America,Antigua and Barbuda,12/19/2020,152,0
ATG,North America,Antigua and Barbuda,12/20/2020,153,1
ATG,North America,Antigua and Barbuda,12/21/2020,153,0
ATG,North America,Antigua and Barbuda,12/22/2020,153,0
ATG,North America,Antigua and Barbuda,12/23/2020,154,1
ATG,North America,Antigua and Barbuda,12/24/2020,154,0
ATG,North America,Antigua and Barbuda,12/25/2020,155,1
ATG,North America,Antigua and Barbuda,12/26/2020,155,0
ATG,North America,Antigua and Barbuda,12/27/2020,155,0
ATG,North America,Antigua and Barbuda,12/28/2020,158,3
ATG,North America,Antigua and Barbuda,12/29/2020,158,0
ATG,North America,Antigua and Barbuda,12/30/2020,158,0
ATG,North America,Antigua and Barbuda,12/31/2020,159,1
ATG,North America,Antigua and Barbuda,1/1/2021,159,0
ATG,North America,Antigua and Barbuda,1/2/2021,159,0
ATG,North America,Antigua and Barbuda,1/3/2021,160,1
ATG,North America,Antigua and Barbuda,1/4/2021,160,0
ATG,North America,Antigua and Barbuda,1/5/2021,160,0
ATG,North America,Antigua and Barbuda,1/6/2021,163,3
ATG,North America,Antigua and Barbuda,1/7/2021,163,0
ATG,North America,Antigua and Barbuda,1/8/2021,167,4
ATG,North America,Antigua and Barbuda,1/9/2021,169,2
ATG,North America,Antigua and Barbuda,1/10/2021,176,7
ATG,North America,Antigua and Barbuda,1/11/2021,176,0
ATG,North America,Antigua and Barbuda,1/12/2021,176,0
ATG,North America,Antigua and Barbuda,1/13/2021,176,0
ATG,North America,Antigua and Barbuda,1/14/2021,184,8
ATG,North America,Antigua and Barbuda,1/15/2021,184,0
ATG,North America,Antigua and Barbuda,1/16/2021,187,3
ATG,North America,Antigua and Barbuda,1/17/2021,189,2
ATG,North America,Antigua and Barbuda,1/18/2021,189,0
ATG,North America,Antigua and Barbuda,1/19/2021,190,1
ATG,North America,Antigua and Barbuda,1/20/2021,190,0
ATG,North America,Antigua and Barbuda,1/21/2021,192,2
ATG,North America,Antigua and Barbuda,1/22/2021,195,3
ATG,North America,Antigua and Barbuda,1/23/2021,195,0
ATG,North America,Antigua and Barbuda,1/24/2021,198,3
ATG,North America,Antigua and Barbuda,1/25/2021,201,3
ATG,North America,Antigua and Barbuda,1/26/2021,201,0
ATG,North America,Antigua and Barbuda,1/27/2021,215,14
ATG,North America,Antigua and Barbuda,1/28/2021,215,0
ATG,North America,Antigua and Barbuda,1/29/2021,218,3
ATG,North America,Antigua and Barbuda,1/30/2021,218,0
ATG,North America,Antigua and Barbuda,1/31/2021,234,16
ATG,North America,Antigua and Barbuda,2/1/2021,234,0
ATG,North America,Antigua and Barbuda,2/2/2021,249,15
ATG,North America,Antigua and Barbuda,2/3/2021,249,0
ATG,North America,Antigua and Barbuda,2/4/2021,268,19
ATG,North America,Antigua and Barbuda,2/5/2021,277,9
ATG,North America,Antigua and Barbuda,2/6/2021,288,11
ATG,North America,Antigua and Barbuda,2/7/2021,299,11
ATG,North America,Antigua and Barbuda,2/8/2021,316,17
ATG,North America,Antigua and Barbuda,2/9/2021,316,0
ATG,North America,Antigua and Barbuda,2/10/2021,350,34
ATG,North America,Antigua and Barbuda,2/11/2021,381,31
ATG,North America,Antigua and Barbuda,2/12/2021,419,38
ATG,North America,Antigua and Barbuda,2/13/2021,427,8
ATG,North America,Antigua and Barbuda,2/14/2021,427,0
ATG,North America,Antigua and Barbuda,2/15/2021,443,16
ATG,North America,Antigua and Barbuda,2/16/2021,443,0
ATG,North America,Antigua and Barbuda,2/17/2021,525,82
ATG,North America,Antigua and Barbuda,2/18/2021,548,23
ATG,North America,Antigua and Barbuda,2/19/2021,548,0
ATG,North America,Antigua and Barbuda,2/20/2021,598,50
ATG,North America,Antigua and Barbuda,2/21/2021,598,0
ATG,North America,Antigua and Barbuda,2/22/2021,614,16
ATG,North America,Antigua and Barbuda,2/23/2021,636,22
ATG,North America,Antigua and Barbuda,2/24/2021,646,10
ATG,North America,Antigua and Barbuda,2/25/2021,701,55
ATG,North America,Antigua and Barbuda,2/26/2021,701,0
ATG,North America,Antigua and Barbuda,2/27/2021,726,25
ATG,North America,Antigua and Barbuda,2/28/2021,730,4
ATG,North America,Antigua and Barbuda,3/1/2021,769,39
ATG,North America,Antigua and Barbuda,3/2/2021,769,0
ATG,North America,Antigua and Barbuda,3/3/2021,769,0
ATG,North America,Antigua and Barbuda,3/4/2021,813,44
ATG,North America,Antigua and Barbuda,3/5/2021,813,0
ATG,North America,Antigua and Barbuda,3/6/2021,813,0
ATG,North America,Antigua and Barbuda,3/7/2021,848,35
ATG,North America,Antigua and Barbuda,3/8/2021,848,0
ATG,North America,Antigua and Barbuda,3/9/2021,862,14
ATG,North America,Antigua and Barbuda,3/10/2021,882,20
ATG,North America,Antigua and Barbuda,3/11/2021,882,0
ATG,North America,Antigua and Barbuda,3/12/2021,945,63
ATG,North America,Antigua and Barbuda,3/13/2021,962,17
ATG,North America,Antigua and Barbuda,3/14/2021,963,1
ATG,North America,Antigua and Barbuda,3/15/2021,963,0
ATG,North America,Antigua and Barbuda,3/16/2021,992,29
ATG,North America,Antigua and Barbuda,3/17/2021,992,0
ATG,North America,Antigua and Barbuda,3/18/2021,1008,16
ATG,North America,Antigua and Barbuda,3/19/2021,1011,3
ATG,North America,Antigua and Barbuda,3/20/2021,1033,22
ATG,North America,Antigua and Barbuda,3/21/2021,1033,0
ATG,North America,Antigua and Barbuda,3/22/2021,1072,39
ATG,North America,Antigua and Barbuda,3/23/2021,1080,8
ATG,North America,Antigua and Barbuda,3/24/2021,1080,0
ATG,North America,Antigua and Barbuda,3/25/2021,1103,23
ATG,North America,Antigua and Barbuda,3/26/2021,1122,19
ATG,North America,Antigua and Barbuda,3/27/2021,1122,0
ATG,North America,Antigua and Barbuda,3/28/2021,1128,6
ATG,North America,Antigua and Barbuda,3/29/2021,1136,8
ATG,North America,Antigua and Barbuda,3/30/2021,1136,0
ATG,North America,Antigua and Barbuda,3/31/2021,1136,0
ATG,North America,Antigua and Barbuda,4/1/2021,1147,11
ATG,North America,Antigua and Barbuda,4/2/2021,1152,5
ATG,North America,Antigua and Barbuda,4/3/2021,1170,18
ATG,North America,Antigua and Barbuda,4/4/2021,1170,0
ATG,North America,Antigua and Barbuda,4/5/2021,1173,3
ATG,North America,Antigua and Barbuda,4/6/2021,1173,0
ATG,North America,Antigua and Barbuda,4/7/2021,1177,4
ATG,North America,Antigua and Barbuda,4/8/2021,1180,3
ATG,North America,Antigua and Barbuda,4/9/2021,1182,2
ARG,South America,Argentina,1/1/2020,NA,NA
ARG,South America,Argentina,1/2/2020,NA,NA
ARG,South America,Argentina,1/3/2020,NA,NA
ARG,South America,Argentina,1/4/2020,NA,NA
ARG,South America,Argentina,1/5/2020,NA,NA
ARG,South America,Argentina,1/6/2020,NA,NA
ARG,South America,Argentina,1/7/2020,NA,NA
ARG,South America,Argentina,1/8/2020,NA,NA
ARG,South America,Argentina,1/9/2020,NA,NA
ARG,South America,Argentina,1/10/2020,NA,NA
ARG,South America,Argentina,1/11/2020,NA,NA
ARG,South America,Argentina,1/12/2020,NA,NA
ARG,South America,Argentina,1/13/2020,NA,NA
ARG,South America,Argentina,1/14/2020,NA,NA
ARG,South America,Argentina,1/15/2020,NA,NA
ARG,South America,Argentina,1/16/2020,NA,NA
ARG,South America,Argentina,1/17/2020,NA,NA
ARG,South America,Argentina,1/18/2020,NA,NA
ARG,South America,Argentina,1/19/2020,NA,NA
ARG,South America,Argentina,1/20/2020,NA,NA
ARG,South America,Argentina,1/21/2020,NA,NA
ARG,South America,Argentina,1/22/2020,NA,NA
ARG,South America,Argentina,1/23/2020,NA,NA
ARG,South America,Argentina,1/24/2020,NA,NA
ARG,South America,Argentina,1/25/2020,NA,NA
ARG,South America,Argentina,1/26/2020,NA,NA
ARG,South America,Argentina,1/27/2020,NA,NA
ARG,South America,Argentina,1/28/2020,NA,NA
ARG,South America,Argentina,1/29/2020,NA,NA
ARG,South America,Argentina,1/30/2020,NA,NA
ARG,South America,Argentina,1/31/2020,NA,NA
ARG,South America,Argentina,2/1/2020,NA,NA
ARG,South America,Argentina,2/2/2020,NA,NA
ARG,South America,Argentina,2/3/2020,NA,NA
ARG,South America,Argentina,2/4/2020,NA,NA
ARG,South America,Argentina,2/5/2020,NA,NA
ARG,South America,Argentina,2/6/2020,NA,NA
ARG,South America,Argentina,2/7/2020,NA,NA
ARG,South America,Argentina,2/8/2020,NA,NA
ARG,South America,Argentina,2/9/2020,NA,NA
ARG,South America,Argentina,2/10/2020,NA,NA
ARG,South America,Argentina,2/11/2020,NA,NA
ARG,South America,Argentina,2/12/2020,NA,NA
ARG,South America,Argentina,2/13/2020,NA,NA
ARG,South America,Argentina,2/14/2020,NA,NA
ARG,South America,Argentina,2/15/2020,NA,NA
ARG,South America,Argentina,2/16/2020,NA,NA
ARG,South America,Argentina,2/17/2020,NA,NA
ARG,South America,Argentina,2/18/2020,NA,NA
ARG,South America,Argentina,2/19/2020,NA,NA
ARG,South America,Argentina,2/20/2020,NA,NA
ARG,South America,Argentina,2/21/2020,NA,NA
ARG,South America,Argentina,2/22/2020,NA,NA
ARG,South America,Argentina,2/23/2020,NA,NA
ARG,South America,Argentina,2/24/2020,NA,NA
ARG,South America,Argentina,2/25/2020,NA,NA
